,bank,name,address,x,y,행정구
165,SC제일은행,강남파이낸스,서울특별시 강남구 역삼동 테헤란로 152,37.4998097,127.0366289,강남구
166,SC제일은행,강동역,서울특별시 강동구 성내동 천호대로 1102,37.5351448,127.1336283,강동구
167,SC제일은행,고덕역,서울특별시 강동구 명일동 고덕로 266,37.5546621,127.155119,강동구
168,SC제일은행,광장동,서울특별시 광진구 구의동 구의강변로 106,37.5399001,127.0948193,광진구
169,SC제일은행,광화문,서울특별시 종로구 종로1가 종로 1,37.570363,126.98243,종로구
170,SC제일은행,구로디지털,서울특별시 구로구 구로동 시흥대로 551,37.4827344,126.9004675,구로구
171,SC제일은행,금호동,서울특별시 성동구 금호동4가 독서당로 302,37.545465,127.0243047,성동구
172,SC제일은행,낙원,서울특별시 종로구 돈의동 돈화문로11길 23,37.5723321,126.9900935,종로구
173,SC제일은행,남가좌동,서울특별시 서대문구 남가좌동 증가로 150,37.5756218,126.9194417,서대문구
174,SC제일은행,답십리,서울특별시 동대문구 답십리동 천호대로 291-1,37.5667194,127.0535609,동대문구
175,SC제일은행,대치동,서울특별시 강남구 대치동 도곡로 438,37.4978146,127.0584142,강남구
176,SC제일은행,도곡동,서울특별시 강남구 역삼동 언주로 337,37.4977905,127.044094,강남구
177,SC제일은행,도곡스위트,서울특별시 강남구 도곡동 언주로30길 21,37.4886722,127.0521024,강남구
178,SC제일은행,독산동,서울특별시 금천구 독산동 시흥대로 414,37.4706152,126.8985585,금천구
179,SC제일은행,돈암동,서울특별시 성북구 동소문동5가 동소문로 84,37.5916389,127.0153864,성북구
